rank,priority_tier,ticker,company,market_country,asset_pool,bfs_depth,module,current_pool,total_score,score_bucket,verification_status,source_priority,primary_sources_to_find,metrics_to_verify,upgrade_conditions,downgrade_conditions,evidence_state,counterevidence,dependency_path,dependency_edge,etf_clue,smart_money_clue
162,P3_deep_radar,ENTG,Entegris,US,美国资产池,D4,Specialty materials / advanced cleans / filtration,雷达池,58,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K / quarterly results / capital markets day,"Advanced node revenue, China mix, gross margin",Advanced node specialty revenue accelerates.,"China revenue compresses, FX.","待原文核验: advanced packaging revenue, China revenue","China exposure, services attach",Leading-edge fabs / advanced packaging → specialty materials → Entegris,BOM边+技术边,SMH / SOXX,specialty chemicals 13F
163,P3_deep_radar,MRK.DE,Merck KGaA,欧洲,卫星资产池,D4,Electronic materials / specialty chemicals,雷达池,52,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / Electronics segment briefing,"Electronics revenue, advanced materials growth",Electronics segment doubles AI exposure.,"Pharma deteriorates, FX.",待原文核验: Electronics segment AI revenue mix,"pharma drag, diversified conglomerate",Leading-edge fabs → electronic materials → Merck KGaA,BOM边,Europe specialty chemicals,European institutional
164,P3_deep_radar,4186.T,Tokyo Ohka Kogyo,日本,卫星资产池,D4,Photoresist / specialty chemicals for advanced nodes,雷达池,55,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / customer references,"EUV resist share, leading-edge customer mix",EUV share gains disclosed.,Customer share loss.,待原文核验: EUV resist share,"Shin-Etsu/JSR competition, FX",EUV / leading-edge resist → TOK,BOM边+技术边,Japan semi,Japan funds
165,P3_deep_radar,4901.T,Fujifilm,日本,卫星资产池,D4,Electronic materials / imaging / healthcare,雷达池,48,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / Electronic Materials briefing,"Electronic Materials revenue, AI-related growth",Electronic Materials AI exposure quantified.,Imaging/Healthcare drag dominates.,待原文核验: Electronic materials segment mix,"consumer imaging drag, healthcare cycle",Advanced node photolithography materials → Fujifilm Electronics,BOM边,Japan diversified,Japan funds
166,P3_deep_radar,LIN,Linde,US,美国资产池,D4,Industrial gases for semiconductor fabs,雷达池,55,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K / Electronics segment disclosures,"Electronics gas revenue mix, long-term contracts with fabs",Electronics segment outpaces overall gas growth.,"Industrial cycle drag, contract renewals weaken.","待原文核验: Electronics gas revenue, AI fab supply contracts",broad industrial conglomerate; AI单点弹性低,Leading-edge fab gas demand → Linde,BOM边,XLB / specialty industrial,quality industrial 13F
167,P3_deep_radar,AI.PA,Air Liquide,欧洲,卫星资产池,D4,Industrial gases for fabs,雷达池,50,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / Electronics segment,"Electronics gas revenue, contract pipeline",Electronics segment growth accelerates.,Industrial drag.,待原文核验: Electronics gas revenue,"industrial cycle, FX",Leading-edge fab gas demand → Air Liquide Electronics,BOM边,Europe industrial gases,European institutional
168,P3_deep_radar,4091.T,Nippon Sanso (Taiyo Nippon Sanso),日本,卫星资产池,D4,Industrial gases including specialty fab gases,雷达池,45,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / Electronics segment,"Electronics gas revenue, customer concentration",Electronics segment expands.,Industrial cycle weakness.,待原文核验: Electronics segment growth,"FX, diversification drag",Japan/global fab gas demand → Nippon Sanso,BOM边,Japan industrial,Japan funds
169,P3_deep_radar,VACN.SW,VAT Group,欧洲,卫星资产池,D4,High-end vacuum valves for WFE,雷达池,58,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / quarterly results / customer mix,"WFE bookings, customer split, gross margin",Leading-edge bookings step up.,WFE cycle drags.,待原文核验: leading-edge bookings,"WFE cycle, customer concentration",WFE leading-edge → vacuum valves → VAT Group,BOM边+技术边,Europe semi cap,European institutional
170,P3_deep_radar,7735.T,Screen Holdings,日本,卫星资产池,D4,Wafer cleaning equipment / WFE,雷达池,52,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / segment results,"SPE revenue, advanced packaging share",Advanced packaging cleaning revenue accelerates.,WFE cycle drag.,待原文核验: HBM/advanced packaging cleaning revenue,"WFE cycle, FX",Leading-edge fab cleaning → Screen,产能边+技术边,Japan semi,Japan funds
171,P3_deep_radar,6525.T,Kokusai Electric,日本,卫星资产池,D4,Batch deposition equipment for HBM / DRAM,雷达池,50,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / earnings call,"HBM bookings, China mix, gross margin",HBM bookings grow; non-China mix expands.,HBM scaling delayed.,待原文核验: HBM tool order book,"WFE cycle, China revenue exposure",HBM / DRAM scaling → batch deposition → Kokusai,产能边+技术边,Japan semi,Japan funds
172,P3_deep_radar,STM,STMicroelectronics,欧洲,卫星资产池,D3-D4,Power semiconductors / SiC / industrial,雷达池,55,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / earnings call / industrial segment,"Power & energy revenue, SiC pipeline, AI share",Data center power exposure quantified.,Auto demand drag dominates.,"待原文核验: data center power share, SiC growth","auto cycle, ICAPS pricing",AI data center power conversion + EV → power semis → STM,BOM边,Europe semi,European institutional
173,P2_radar_if_blocks_d2,NVTS,Navitas Semiconductor,US,美国资产池,D3-D4,GaN power semis / data center power,雷达池,62,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K / quarterly results / hyperscaler PR,"Data center revenue, design wins, gross margin",Data center revenue accelerates beyond consumer.,"Design-in delays, balance-sheet pressure.","待原文核验: data center revenue traction, hyperscaler design wins","small-cap balance sheet, GaN adoption pace",AI rack power density rises → GaN / SiC power → Navitas,BOM边+技术边,small-cap semi,small-cap AI funds
174,P3_deep_radar,POWI,Power Integrations,US,美国资产池,D3-D4,AC-DC power conversion ICs,雷达池,55,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K / quarterly results,"Industrial / DC revenue, gross margin",DC AI revenue share rises.,Consumer drag.,待原文核验: data center / industrial revenue mix,"consumer cycle, communications exposure",Data center / industrial power conversion → POWI,BOM边,small-cap semi,small-cap quality 13F
175,P2_radar_if_blocks_d2,MPWR,Monolithic Power Systems,US,美国资产池,D3,Server / GPU board power modules,候选池,75,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K / earnings call / GPU board teardown reports,"Compute revenue, GPU board share, gross margin",Filings tie growth to AI compute boards.,Share loss to competitor; ASP pressure.,"待原文核验: NVDA / hyperscaler design wins, share vs MPS competitor","competition (Renesas, IDT), customer concentration",GPU / accelerator board power → MPS multi-phase modules,BOM边+技术边,SMH / SOXX,13F quality semis
176,P3_deep_radar,6282.TW,AcBel Polytech,台湾,卫星资产池,D3-D4,Server / data center power supplies,雷达池,50,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",Annual report / quarterly results,"DC PSU revenue, gross margin",AI server PSU share grows.,Consumer drag.,待原文核验: AI server PSU mix,"consumer PSU cycle, customer concentration",AI server PSU demand → AcBel,BOM边,Taiwan power,IBKR TW
177,P3_deep_radar,VICR,Vicor,US,美国资产池,D3,High-density power modules for AI compute,雷达池,58,radar_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K / 10-Q / capital markets briefing,"Bookings, customer mix, gross margin",Bookings accelerate with explicit AI hyperscaler customers.,"Design losses, capacity overruns.","待原文核验: hyperscaler design wins, capacity ramp","small-cap execution, competition with Eaton/Delta",AI rack power density → high-density modules → Vicor,BOM边+技术边,small-cap industrial,small-cap industrial 13F
